req_id,gender,style,color,season,req_url,article,name,price,photo,wb_url,name_join,category_group,uuid,ext,name_en,category,color_category
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,523477667,Чёрная базовая футболка,1030,https://basket-28.wbbasket.ru/vol5234/part523477/523477667/images/big/1.webp,https://www.wildberries.ru/catalog/523477667/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-28.wbbasket.ru_vol5234_part523477_523477667_images_big_1,webp,Чёрная базовая t-shirt,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,45289826,Футболка базовая,269,https://basket-04.wbbasket.ru/vol452/part45289/45289826/images/big/1.webp,https://www.wildberries.ru/catalog/45289826/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-04.wbbasket.ru_vol452_part45289_45289826_images_big_1,webp,T-shirt базовая,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,321547985,Футболка в стиле скимс базовая облегающая,651,https://basket-19.wbbasket.ru/vol3215/part321547/321547985/images/big/1.webp,https://www.wildberries.ru/catalog/321547985/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-19.wbbasket.ru_vol3215_part321547_321547985_images_big_1,webp,T-shirt в стиле скимс базовая tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,216107156,Футболка однотонная базовая в рубчик,886,https://basket-14.wbbasket.ru/vol2161/part216107/216107156/images/big/1.webp,https://www.wildberries.ru/catalog/216107156/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-14.wbbasket.ru_vol2161_part216107_216107156_images_big_1,webp,T-shirt solid базовая в рубчик,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,723054689,Футболка базовая облегающая,725,https://basket-34.wbbasket.ru/vol7230/part723054/723054689/images/big/1.webp,https://www.wildberries.ru/catalog/723054689/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-34.wbbasket.ru_vol7230_part723054_723054689_images_big_1,webp,T-shirt базовая tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,391197277,Футболка скимс базовая черная вискоза,707,https://basket-22.wbbasket.ru/vol3911/part391197/391197277/images/big/1.webp,https://www.wildberries.ru/catalog/391197277/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-22.wbbasket.ru_vol3911_part391197_391197277_images_big_1,webp,T-shirt скимс базовая black вискоза,shirt,black
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,480759506,Черная футболка скимс базовая облегающая,499,https://basket-26.wbbasket.ru/vol4807/part480759/480759506/images/big/1.webp,https://www.wildberries.ru/catalog/480759506/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-26.wbbasket.ru_vol4807_part480759_480759506_images_big_1,webp,Black t-shirt скимс базовая tight,shirt,black
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,766586323,Футболка приталенная с нашивкой,360,https://basket-35.wbbasket.ru/vol7665/part766586/766586323/images/big/1.webp,https://www.wildberries.ru/catalog/766586323/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-35.wbbasket.ru_vol7665_part766586_766586323_images_big_1,webp,T-shirt linen с нашивкой,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,804792432,Футболка скимс облегающая хлопок,861,https://basket-37.wbbasket.ru/vol8047/part804792/804792432/images/big/1.webp,https://www.wildberries.ru/catalog/804792432/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-37.wbbasket.ru_vol8047_part804792_804792432_images_big_1,webp,T-shirt скимс tight cotton,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,411339554,Футболка скимс облегающая,844,https://basket-23.wbbasket.ru/vol4113/part411339/411339554/images/big/1.webp,https://www.wildberries.ru/catalog/411339554/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-23.wbbasket.ru_vol4113_part411339_411339554_images_big_1,webp,T-shirt скимс tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,262598963,Футболка в стиле скимс базовая облегающая,766,https://basket-17.wbbasket.ru/vol2625/part262598/262598963/images/big/1.webp,https://www.wildberries.ru/catalog/262598963/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-17.wbbasket.ru_vol2625_part262598_262598963_images_big_1,webp,T-shirt в стиле скимс базовая tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,785869961,Футболка облегающая укороченная скимс,578,https://basket-36.wbbasket.ru/vol7858/part785869/785869961/images/big/1.webp,https://www.wildberries.ru/catalog/785869961/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-36.wbbasket.ru_vol7858_part785869_785869961_images_big_1,webp,T-shirt tight cropped скимс,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,458375707,Футболка SKIMS,615,https://basket-26.wbbasket.ru/vol4583/part458375/458375707/images/big/1.webp,https://www.wildberries.ru/catalog/458375707/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-26.wbbasket.ru_vol4583_part458375_458375707_images_big_1,webp,T-shirt skims,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,811810079,Футболка приталенная на завязке,1582,https://basket-37.wbbasket.ru/vol8118/part811810/811810079/images/big/1.webp,https://www.wildberries.ru/catalog/811810079/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-37.wbbasket.ru_vol8118_part811810_811810079_images_big_1,webp,T-shirt linen на завязке,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,237534200,Футболка базовая однотонная,1374,https://basket-15.wbbasket.ru/vol2375/part237534/237534200/images/big/1.webp,https://www.wildberries.ru/catalog/237534200/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-15.wbbasket.ru_vol2375_part237534_237534200_images_big_1,webp,T-shirt базовая solid,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,323180742,Футболка женская скимс с коротким рукавом,591,https://basket-19.wbbasket.ru/vol3231/part323180/323180742/images/big/1.webp,https://www.wildberries.ru/catalog/323180742/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-19.wbbasket.ru_vol3231_part323180_323180742_images_big_1,webp,T-shirt women's скимс с short рукавом,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,291759187,Футболка скимс с коротким рукавом облегающая рубчик,836,https://basket-18.wbbasket.ru/vol2917/part291759/291759187/images/big/1.webp,https://www.wildberries.ru/catalog/291759187/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-18.wbbasket.ru_vol2917_part291759_291759187_images_big_1,webp,T-shirt скимс с short рукавом tight рубчик,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,240263161,Футболка базовая однотонная приталенная моделирующая,1206,https://basket-15.wbbasket.ru/vol2402/part240263/240263161/images/big/1.webp,https://www.wildberries.ru/catalog/240263161/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-15.wbbasket.ru_vol2402_part240263_240263161_images_big_1,webp,T-shirt базовая solid linen моделирующая,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,460220967,Футболка скимс базовая синий модал,667,https://basket-26.wbbasket.ru/vol4602/part460220/460220967/images/big/1.webp,https://www.wildberries.ru/catalog/460220967/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-26.wbbasket.ru_vol4602_part460220_460220967_images_big_1,webp,T-shirt скимс базовая blue модал,shirt,blue
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,340468889,Футболка хлопковая приталенная базовая,916,https://basket-20.wbbasket.ru/vol3404/part340468/340468889/images/big/1.webp,https://www.wildberries.ru/catalog/340468889/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-20.wbbasket.ru_vol3404_part340468_340468889_images_big_1,webp,T-shirt хлопковая linen базовая,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,734309770,Футболка женская приталенная в рубчик,760,https://basket-34.wbbasket.ru/vol7343/part734309/734309770/images/big/1.webp,https://www.wildberries.ru/catalog/734309770/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-34.wbbasket.ru_vol7343_part734309_734309770_images_big_1,webp,T-shirt women's linen в рубчик,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,825166354,Футболка скимс базовая хлопок облегающая,904,https://basket-37.wbbasket.ru/vol8251/part825166/825166354/images/big/1.webp,https://www.wildberries.ru/catalog/825166354/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-37.wbbasket.ru_vol8251_part825166_825166354_images_big_1,webp,T-shirt скимс базовая cotton tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,507149320,Облегающая футболка с широкими рукавами летучая мышь,1072,https://basket-27.wbbasket.ru/vol5071/part507149/507149320/images/big/1.webp,https://www.wildberries.ru/catalog/507149320/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-27.wbbasket.ru_vol5071_part507149_507149320_images_big_1,webp,Tight t-shirt с wide рукавами летучая мышь,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,243797909,"Футболка короткая с рукавом, кроп топ",406,https://basket-16.wbbasket.ru/vol2437/part243797/243797909/images/big/1.webp,https://www.wildberries.ru/catalog/243797909/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-16.wbbasket.ru_vol2437_part243797_243797909_images_big_1,webp,"T-shirt short с рукавом, кроп top",top,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,126985317,Футболка спортивная для фитнеса однотонная,1913,https://basket-09.wbbasket.ru/vol1269/part126985/126985317/images/big/1.webp,https://www.wildberries.ru/catalog/126985317/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-09.wbbasket.ru_vol1269_part126985_126985317_images_big_1,webp,T-shirt sport для фитнеса solid,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,327363649,Футболка однотонная,649,https://basket-20.wbbasket.ru/vol3273/part327363/327363649/images/big/1.webp,https://www.wildberries.ru/catalog/327363649/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-20.wbbasket.ru_vol3273_part327363_327363649_images_big_1,webp,T-shirt solid,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,377433878,Футболка облегающая базовая скимс,743,https://basket-22.wbbasket.ru/vol3774/part377433/377433878/images/big/1.webp,https://www.wildberries.ru/catalog/377433878/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-22.wbbasket.ru_vol3774_part377433_377433878_images_big_1,webp,T-shirt tight базовая скимс,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,293832438,Футболка облегающая с V образным вырезом однотонная,1534,https://basket-18.wbbasket.ru/vol2938/part293832/293832438/images/big/1.webp,https://www.wildberries.ru/catalog/293832438/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-18.wbbasket.ru_vol2938_part293832_293832438_images_big_1,webp,T-shirt tight с v образным вырезом solid,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,491612701,Футболка скимс базовая,552,https://basket-27.wbbasket.ru/vol4916/part491612/491612701/images/big/1.webp,https://www.wildberries.ru/catalog/491612701/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-27.wbbasket.ru_vol4916_part491612_491612701_images_big_1,webp,T-shirt скимс базовая,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,391061386,Футболка скимс базовая облегающая летняя,348,https://basket-22.wbbasket.ru/vol3910/part391061/391061386/images/big/1.webp,https://www.wildberries.ru/catalog/391061386/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-22.wbbasket.ru_vol3910_part391061_391061386_images_big_1,webp,T-shirt скимс базовая tight summer,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,181110647,Футболка в рубчик хлопок,214,https://basket-12.wbbasket.ru/vol1811/part181110/181110647/images/big/1.webp,https://www.wildberries.ru/catalog/181110647/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-12.wbbasket.ru_vol1811_part181110_181110647_images_big_1,webp,T-shirt в рубчик cotton,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,500124573,Футболка под SKIMS базовая хлопок,707,https://basket-27.wbbasket.ru/vol5001/part500124/500124573/images/big/1.webp,https://www.wildberries.ru/catalog/500124573/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-27.wbbasket.ru_vol5001_part500124_500124573_images_big_1,webp,T-shirt под skims базовая cotton,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,743183821,футболка,307,https://basket-35.wbbasket.ru/vol7431/part743183/743183821/images/big/1.webp,https://www.wildberries.ru/catalog/743183821/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-35.wbbasket.ru_vol7431_part743183_743183821_images_big_1,webp,T-shirt,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,326365001,Футболка скимс базовая облегающая,499,https://basket-19.wbbasket.ru/vol3263/part326365/326365001/images/big/1.webp,https://www.wildberries.ru/catalog/326365001/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-19.wbbasket.ru_vol3263_part326365_326365001_images_big_1,webp,T-shirt скимс базовая tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,480869681,Футболка скимс базовая облегающая,535,https://basket-26.wbbasket.ru/vol4808/part480869/480869681/images/big/1.webp,https://www.wildberries.ru/catalog/480869681/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-26.wbbasket.ru_vol4808_part480869_480869681_images_big_1,webp,T-shirt скимс базовая tight,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,782591418,Облегающая футболка с широкими рукавами летучая мышь,904,https://basket-36.wbbasket.ru/vol7825/part782591/782591418/images/big/1.webp,https://www.wildberries.ru/catalog/782591418/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-36.wbbasket.ru_vol7825_part782591_782591418_images_big_1,webp,Tight t-shirt с wide рукавами летучая мышь,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,441255813,Футболка скимс утягивающая,658,https://basket-25.wbbasket.ru/vol4412/part441255/441255813/images/big/1.webp,https://www.wildberries.ru/catalog/441255813/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-25.wbbasket.ru_vol4412_part441255_441255813_images_big_1,webp,T-shirt скимс утягивающая,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,399582093,Футболка топ облегающая базовая,390,https://basket-23.wbbasket.ru/vol3995/part399582/399582093/images/big/1.webp,https://www.wildberries.ru/catalog/399582093/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-23.wbbasket.ru_vol3995_part399582_399582093_images_big_1,webp,T-shirt top tight базовая,top,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,193113445,Футболка черная однотонная хлопок,535,https://basket-13.wbbasket.ru/vol1931/part193113/193113445/images/big/1.webp,https://www.wildberries.ru/catalog/193113445/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-13.wbbasket.ru_vol1931_part193113_193113445_images_big_1,webp,T-shirt black solid cotton,shirt,black
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,484659141,Футболка базовая облегающая с вырезом,804,https://basket-26.wbbasket.ru/vol4846/part484659/484659141/images/big/1.webp,https://www.wildberries.ru/catalog/484659141/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-26.wbbasket.ru_vol4846_part484659_484659141_images_big_1,webp,T-shirt базовая tight с вырезом,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,159087704,Однотонная базовая футболка с V вырезом,1527,https://basket-10.wbbasket.ru/vol1590/part159087/159087704/images/big/1.webp,https://www.wildberries.ru/catalog/159087704/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-10.wbbasket.ru_vol1590_part159087_159087704_images_big_1,webp,Solid базовая t-shirt с v вырезом,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,453287838,Футболка обтягивающая однотонная,490,https://basket-25.wbbasket.ru/vol4532/part453287/453287838/images/big/1.webp,https://www.wildberries.ru/catalog/453287838/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-25.wbbasket.ru_vol4532_part453287_453287838_images_big_1,webp,T-shirt обтягивающая solid,shirt,
1,female,casual,dark,all-seasons,https://www.wildberries.ru/catalog/0/search.aspx?page=1&sort=popular&search=женская+футболка+без+принта&f14177449=13600062&f11=9800%3B9798&f23796=31141&f204557=15001349,494177249,Футболка базовая облегающая скимс,723,https://basket-27.wbbasket.ru/vol4941/part494177/494177249/images/big/1.webp,https://www.wildberries.ru/catalog/494177249/detail.aspx?targetUrl=BP,женская футболка без принта,top,basket-27.wbbasket.ru_vol4941_part494177_494177249_images_big_1,webp,T-shirt базовая tight скимс,shirt,
